"id","What is your native language?","How old are you?","Which platforms do you use? [*BSD]","Which platforms do you use? [Ubuntu or Debian]","Which platforms do you use? [Red Hat or Fedora]","Which platforms do you use? [SUSE]","Which platforms do you use? [MacOS X]","Which platforms do you use? [Other Linux]","Which platforms do you use? [Solaris]","Which platforms do you use? [MS Windows]","What architectures do you use? [x86 (normal PC)]","What architectures do you use? [x86_64 (newer 64-bit system)]","What architectures do you use? [PPC]","What architectures do you use? [ARM]","What architectures do you use? [Other]","How did you hear about Zero Install?","How did you hear about Zero Install? [Other]","What operating systems / distributions do you use Zero Install with? [*BSD]","What operating systems / distributions do you use Zero Install with? [Ubuntu or Debian]","What operating systems / distributions do you use Zero Install with? [Red Hat or Fedora]","What operating systems / distributions do you use Zero Install with? [SUSE]","What operating systems / distributions do you use Zero Install with? [MacOS X]","What operating systems / distributions do you use Zero Install with? [Other Linux]","What operating systems / distributions do you use Zero Install with? [Solaris]","What operating systems / distributions do you use Zero Install with? [MS Windows]","What operating systems / distributions do you use Zero Install with? [Other]","How have you used Zero Install so far? [I've run programs using it]","How have you used Zero Install so far? [I've published software using it]","How have you used Zero Install so far? [I'm a developer of Zero Install itself]","How have you used Zero Install so far? [Other]","What are the main programs you run using Zero Install, if any?","As a user, how important are these goals to you? [I want to install without needing root access]","As a user, how important are these goals to you? [I want to install less common software that isn't in my distribution]","As a user, how important are these goals to you? [I want to install packages without giving them root access]","As a user, how important are these goals to you? [I want to install newer versions than in my distribution]","As a user, how important are these goals to you? [I want to avoid conflicts between packages]","How do you integrate Zero Install with your (desktop) environment? [KDE or GNOME integration with Zero2Desktop]","How do you integrate Zero Install with your (desktop) environment? [AddApp to create ROX launchers]","How do you integrate Zero Install with your (desktop) environment? [Drag-and-drop to the Xfce panel]","How do you integrate Zero Install with your (desktop) environment? [0alias (shell user)]","How do you integrate Zero Install with your (desktop) environment? [None; I use 0launch directly]","How do you integrate Zero Install with your (desktop) environment? [Other]","How could Zero Install integrate better with your desktop environment?","What security software do you use or want to use with Zero Install? [Plain user accounts]","What security software do you use or want to use with Zero Install? [Plash]","What security software do you use or want to use with Zero Install? [AppArmor]","What security software do you use or want to use with Zero Install? [SELinux]","What security software do you use or want to use with Zero Install? [Virtual machine]","What security software do you use or want to use with Zero Install? [Other]","Does Zero Install provide enough support for you to make trust decisions?","How do you use Zero Install's sharing abilities? [I share common libraries between programs]","How do you use Zero Install's sharing abilities? [I share downloads between multiple users]","How do you use Zero Install's sharing abilities? [I share the cache between mutliple virtual machines]","How do you use Zero Install's sharing abilities? [I share the cache between real machines]","How do you use Zero Install's sharing abilities? [I create self-contained bundles (no sharing)]","How do you use Zero Install's sharing abilities? [Other]","Which of these features do you use? [Roll-back to previous versions]","Which of these features do you use? [Automatic update notification]","Which of these features do you use? [Compile packages from source]","Which of these features do you use? [Modify packages (local feeds)]","Which of these features do you use? [Third-party feeds]","Which of these features do you use? [Built-in bug reporting]","Which features would you like to see added / improved in the future? [Mirrors if a site is down]","Which features would you like to see added / improved in the future? [Peer-to-peer downloads]","Which features would you like to see added / improved in the future? [Better uninstall]","Which features would you like to see added / improved in the future? [Display of release notes when upgrading]","Which features would you like to see added / improved in the future? [Integration with RPM]","Which features would you like to see added / improved in the future? [Other]","What is Zero Install's biggest weakness?","What is Zero Install's biggest weakness? [Other]","What do you think of the documentation?","What did you find to be the most confusing or difficult aspect of Zero Install?","Any other comments?","Are you interested in using Zero Install to distribute software?","Do you use Zero Install to distribute software? [Not yet]","Do you use Zero Install to distribute software? [I use it to distribute my own programs]","Do you use Zero Install to distribute software? [I make feeds for other people's programs]","Do you use Zero Install to distribute software? [I provide binaries for unusual architectures]","What format(s) do you use for your packages? [Tarball (.tgz, .tar.bz2)]","What format(s) do you use for your packages? [Zip archive]","What format(s) do you use for your packages? [RPM package]","What format(s) do you use for your packages? [Debian package]","What format(s) do you use for your packages? [Autopackage (.package)]","What format(s) do you use for your packages? [Other]","Why do you (want to) use Zero Install? [I want to provide a single package for all distributions]","Why do you (want to) use Zero Install? [Distributions publish old versions of my software]","Why do you (want to) use Zero Install? [Distributions won't include my software]","Why do you (want to) use Zero Install? [Distributions introduce bugs when packaging my programs]","Why do you (want to) use Zero Install? [I need quick feedback on new releases]","Why do you (want to) use Zero Install? [Distributions have incompatible library versions]","Why do you (want to) use Zero Install? [My users don't have root access]","Why do you (want to) use Zero Install? [My users don't trust me with root on their machines]","Why do you (want to) use Zero Install? [Other]","How do you find the developer documentation?","What did you find most difficult about providing software using Zero Install?","Which tools do you use to make packages? [0publish (console)]","Which tools do you use to make packages? [0publish-gui (GTK)]","Which tools do you use to make packages? [0compile]","Which tools do you use to make packages? [FeedLint]","Which tools do you use to make packages? [Other]","What improvements would you like to see in the future? [Optional dependencies]","What improvements would you like to see in the future? [Support for plug-ins (dynamic dependencies)]","What improvements would you like to see in the future? [Integration of bug reporting with your systems]","What improvements would you like to see in the future? [Integration with version control systems (easier to make new releases)]","What improvements would you like to see in the future? [Other]","Would you be interested in commercial support?","Any other comments?","Time Submitted","IP-Address"
"15","de","45","No","No","No","Yes","No","No","No","No","Yes","No","No","No","","Other","pro-linux.de","No","No","No","Yes","No","No","No","No","","Yes","No","No","","","Very important","Very important","Nice to have","Very important","Very important","Yes","No","No","No","No","","","No","No","Yes","No","No","","I want some kind of peer-to-peer recommendation service.","Yes","No","No","No","No","","I use this","I use this","I didn't know about this","I didn't know about this","I didn't know about this","I didn't know about this","Yes","Yes","No","No","Yes","","It needs more packages.","","","","","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","","2007-09-10 22:10:41","80.130.140.64",
"18","it","32","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","No","","","","No","Yes","No","No","No","No","No","No","","Yes","Yes","No","","","Very important","Important","Important","Important","Important","No","No","No","Yes","Yes","","","Yes","No","No","No","No","","The GPG fingerprint is enough. I'll check it myself.","No","No","No","No","No","","I use this","I use this","I use this","I use this","I use this","I use this","Yes","No","No","Yes","No","","It needs more packages.","","It\'s nice and complete","","","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","","2007-09-11 01:28:14","213.21.137.202",
"19","de","29","No","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","","ROX desktop","","No","Yes","No","No","No","No","No","No","","Yes","No","No","","Archive, Wallpaper, Memo, Volume, SystemTrayN, Weather, AppFactory","Important","Nice to have","Very important","Very important","Important","No","Yes","No","No","No","","","No","No","No","Yes","Yes","","I want some kind of peer-to-peer recommendation service.","No","No","No","No","No","I am the only user, there is no sharing","I use this","I use this","I didn't know about this","Don't need this","I didn't know about this","I didn't know about this","Yes","Yes","Yes","Yes","No","","Distributions need to have it installed by default.","","","That it\'s called ""zero install"" yet people are installing stuff. I have gotten used to the term now...","","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","","2007-09-11 01:46:39","77.132.198.25",
"21","French","22","No","No","No","No","No","Yes","No","No","Yes","Yes","No","No","","ROX desktop","","No","No","No","No","No","Yes","No","No","","Yes","No","No","","Blender, S.C.O.U.R.G.E","Important","Very important","Important","Nice to have","Nice to have","Yes","No","No","No","No","","That apps can be visible in menus (xdg?) without laucnhing Zero2Desktop each time","Yes","No","No","No","No","","I want some kind of peer-to-peer recommendation service.","Yes","No","No","No","No","","Don't need this","I use this","I couldn't get this work","I didn't know about this","I use this","I didn't know about this","Yes","Yes","No","No","No","Support for another OSes / architectures","It's too buggy.","","The documentation is pretty complete and up to date, it\'s good.","Tries to do too much things at once (one can create packages from deb packages, Autopackage, Kilk, sources, etc...). Tries to be a onze-size-fits-all app, which can lead to too much complexity.","","Yes","Yes","No","No","No","Yes","No","No","No","No","","Yes","No","No","No","No","No","No","No","","A bit confusing","","No","No","No","No","","Yes","Yes","Yes","No","","N/A","","2007-09-11 02:41:42","86.211.74.198",
"22","german","26","No","Yes","No","No","No","No","No","No","Yes","No","No","No","","ROX desktop","","No","Yes","No","No","No","No","No","No","","Yes","Yes","No","","all rox apps available via 0install","Important","Very important","Important","Nice to have","Very important","Yes","Yes","No","No","No","","Have AddApp/Zero2Desktop install SendTo items. (Needs mime-types element in interfaces)
","No","No","No","No","No","","The ""unreliable hints database"" is good enough for me.","Yes","Yes","No","No","No","","I use this","I use this","I use this","I use this","","","Yes","No","Yes","No","No","","It needs more packages.","","good","","","Yes","No","Yes","Yes","No","Yes","No","No","No","No","","Yes","No","Yes","No","Yes","No","No","No","","ok","1) Dependencies. Most libraries aren\'t available for 0install, so I had to package them as well.
2) Programs that include hard-coded paths must be patched.
","No","Yes","Yes","No","","Yes","Yes","No","No","","N/A","","2007-09-11 03:32:59","85.176.85.117",
"24","en","28","No","Yes","No","No","No","Yes","No","No","Yes","No","Yes","Yes","","ROX desktop","","No","Yes","No","No","No","Yes","No","No","","Yes","No","No","","","Very important","Very important","Nice to have","Important","Very important","No","Yes","No","No","No","","","Yes","No","No","No","No","","I want some kind of peer-to-peer recommendation service.","No","No","No","No","Yes","","I couldn't get this work","I use this","","","","","No","No","Yes","No","Yes","","Too complex. I don't understand what it's doing.","","Far too complex - assume I\'m not stupid but also assume I know no Linux jargon.","The fact that it says ""will automatically download dependancies"" and then when I run the program I get a list saying ""you are missing .......""","","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","","2007-09-11 04:48:45","87.197.37.57",
"25","Spanish","32","No","Yes","No","No","No","Yes","No","No","Yes","Yes","No","No","","ROX desktop","","No","Yes","No","No","No","No","No","No","","Yes","No","No","","Rox Filler, but I would like to run all my desktop apps using it","Very important","Important","Very important","Very important","Very important","No","Yes","No","Yes","No","","I\'m using E17 Desktop Shell at this moment and there is an Ibar which holds the launchers off apps, KDE4 and Gnome and thinking something similar (kicker or gdesklets with a mac like launcher), would be nice to have some kind of universal drag & drop support for all this alternatives (I don\'t know if there is a standard for that). May be associations with mime types would be neat, but they can be provided by rox filler.","Yes","No","No","No","No","","I want some kind of peer-to-peer recommendation service.","Yes","No","No","No","Yes","","I didn't know about this","I use this","I use this","Don't need this","I use this","I didn't know about this","Yes","Yes","No","No","No","compiling packages from sources for different architectures","It's just misunderstood; more advocacy!","","It\'s fine, from the end user point of view. I have never probed like a developer but I have seen that the support on mailing list is good for people struggling with problems. About the previous question, more understanding and advocacy would let more packages and development, so is more about getting 0install in people minds.","Installing it, from the point of view of the end user, and the problem is not getting it by default on popular distros, but integrated to the web browsing experience of the casual unix desktop user. Something like a firefox plugin/extension would help a lot or the way that autopackage creates packages which install autopackage when it is not present. We need somekind of bootstraping for 0install, from the usual unix desktop experience, to the 0install experience and links to me between both experience can be made in the browser via extensions/plugins; in the mime types: you try to open a file that doesn\'t have the proper viewer and voilá, you get it via 0install; or in bundles: you get a 0install self contained bundle that, when is launched install 0install, and after that you can use to its full potential --even sharing dependencies (somekind of mix between the autopackage way and the 0install way)","0install is superb, thanks a lot for it. I will reinstall it in my Sabayon/Gentoo Linux on 64 bits and I will see how can it provide me for the packages I want, optimized for this architecture. Cheers","Yes","Yes","No","No","No","Yes","No","No","No","No","","Yes","No","Yes","No","No","Yes","Yes","No","","I have not read it yet. I will try at the end of this year","The software needs a bootstraping for normal desktop unix experience to 0install experience. Look my previous answer about this.","No","No","No","No","I have not started the packaging","No","No","No","Yes","","Yes","","2007-09-11 06:57:52","69.79.144.212",
"26","English","55","No","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","","Other","comp.lang.ada","No","Yes","No","No","No","No","No","Yes","","Yes","No","No","","ROX filer etc","Nice to have","Important","Nice to have","Important","Very important","No","Yes","No","No","No","","","Yes","No","No","No","No","","The GPG fingerprint is enough. I'll check it myself.","Yes","No","No","No","No","","I use this","I use this","I use this","Don't need this","I use this","I use this","Yes","No","No","No","No","","It needs more packages.","","Pretty good.","none","keep it up!","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","","2007-09-11 07:30:52","71.184.110.39",
"27","en","49","No","Yes","No","No","No","No","No","No","Yes","No","No","No","","ROX desktop","","No","Yes","No","No","No","No","No","No","","Yes","No","No","","ROX Desktop components","Very important","Very important","Very important","Very important","Very important","No","No","No","No","Yes","","","Yes","No","No","No","No","","The GPG fingerprint is enough. I'll check it myself.","Yes","No","No","No","No","","","I use this","I use this","","I use this","","Yes","No","Yes","No","No","","Distributions need to have it installed by default.","","","","","No","No","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","","2007-09-11 08:27:39","142.165.11.218",
"28","nl","23","No","No","No","No","No","Yes","No","No","Yes","No","No","No","","ROX desktop","","No","No","No","No","No","No","No","No","archlinux","Yes","No","No","","ROX Desktop","Very important","Very important","Very important","Very important","Very important","No","Yes","No","Yes","No","","","Yes","Yes","Yes","Yes","Yes","","","No","No","No","No","Yes","","I use this","I use this","I use this","I use this","I use this","I use this","Yes","Yes","Yes","Yes","No","","It needs more packages.","","","","","No","Yes","No","No","No","Yes","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","","2007-09-11 09:43:29","84.86.255.22",
