"What is your native language?","How old are you?","Which platforms do you use? [*BSD]","Which platforms do you use? [Ubuntu or Debian]","Which platforms do you use? [Red Hat or Fedora]","Which platforms do you use? [SUSE]","Which platforms do you use? [MacOS X]","Which platforms do you use? [Other Linux]","Which platforms do you use? [Solaris]","Which platforms do you use? [MS Windows]","What architectures do you use? [x86 (normal PC)]","What architectures do you use? [x86_64 (newer 64-bit system)]","What architectures do you use? [PPC]","What architectures do you use? [ARM]","What architectures do you use? [Other]","How did you hear about Zero Install?","What operating systems / distributions do you use Zero Install with? [*BSD]","What operating systems / distributions do you use Zero Install with? [Ubuntu or Debian]","What operating systems / distributions do you use Zero Install with? [Red Hat or Fedora]","What operating systems / distributions do you use Zero Install with? [SUSE]","What operating systems / distributions do you use Zero Install with? [MacOS X]","What operating systems / distributions do you use Zero Install with? [Other Linux]","What operating systems / distributions do you use Zero Install with? [Solaris]","What operating systems / distributions do you use Zero Install with? [MS Windows]","What operating systems / distributions do you use Zero Install with? [Other]","How have you used Zero Install so far? [I've run programs using it]","How have you used Zero Install so far? [I've published software using it]","How have you used Zero Install so far? [I'm a developer of Zero Install itself]","How have you used Zero Install so far? [Other]","What are the main programs you run using Zero Install, if any?","As a user, how important are these goals to you? [I want to install without needing root access]","As a user, how important are these goals to you? [I want to install less common software that isn't in my distribution]","As a user, how important are these goals to you? [I want to install packages without giving them root access]","As a user, how important are these goals to you? [I want to install newer versions than in my distribution]","As a user, how important are these goals to you? [I want to avoid conflicts between packages]","How do you integrate Zero Install with your (desktop) environment? [KDE or GNOME integration with Zero2Desktop]","How do you integrate Zero Install with your (desktop) environment? [AddApp to create ROX launchers]","How do you integrate Zero Install with your (desktop) environment? [Drag-and-drop to the Xfce panel]","How do you integrate Zero Install with your (desktop) environment? [0alias (shell user)]","How do you integrate Zero Install with your (desktop) environment? [None; I use 0launch directly]","How do you integrate Zero Install with your (desktop) environment? [Other]","How could Zero Install integrate better with your desktop environment?","What security software do you use or want to use with Zero Install? [Plain user accounts]","What security software do you use or want to use with Zero Install? [Plash]","What security software do you use or want to use with Zero Install? [AppArmor]","What security software do you use or want to use with Zero Install? [SELinux]","What security software do you use or want to use with Zero Install? [Virtual machine]","What security software do you use or want to use with Zero Install? [Other]","Does Zero Install provide enough support for you to make trust decisions?","How do you use Zero Install's sharing abilities? [I share common libraries between programs]","How do you use Zero Install's sharing abilities? [I share downloads between multiple users]","How do you use Zero Install's sharing abilities? [I share the cache between mutliple virtual machines]","How do you use Zero Install's sharing abilities? [I share the cache between real machines]","How do you use Zero Install's sharing abilities? [I create self-contained bundles (no sharing)]","How do you use Zero Install's sharing abilities? [Other]","Which of these features do you use? [Roll-back to previous versions]","Which of these features do you use? [Automatic update notification]","Which of these features do you use? [Compile packages from source]","Which of these features do you use? [Modify packages (local feeds)]","Which of these features do you use? [Third-party feeds]","Which of these features do you use? [Built-in bug reporting]","Which features would you like to see added / improved in the future? [Mirrors if a site is down]","Which features would you like to see added / improved in the future? [Peer-to-peer downloads]","Which features would you like to see added / improved in the future? [Better uninstall]","Which features would you like to see added / improved in the future? [Display of release notes when upgrading]","Which features would you like to see added / improved in the future? [Integration with RPM]","Which features would you like to see added / improved in the future? [Other]","What is Zero Install's biggest weakness?","What do you think of the documentation?","What did you find to be the most confusing or difficult aspect of Zero Install?","Any other comments?","Are you interested in using Zero Install to distribute software?","Do you use Zero Install to distribute software? [Not yet]","Do you use Zero Install to distribute software? [I use it to distribute my own programs]","Do you use Zero Install to distribute software? [I make feeds for other people's programs]","Do you use Zero Install to distribute software? [I provide binaries for unusual architectures]","What format(s) do you use for your packages? [Tarball (.tgz, .tar.bz2)]","What format(s) do you use for your packages? [Zip archive]","What format(s) do you use for your packages? [RPM package]","What format(s) do you use for your packages? [Debian package]","What format(s) do you use for your packages? [Autopackage (.package)]","What format(s) do you use for your packages? [Other]","Why do you (want to) use Zero Install? [I want to provide a single package for all distributions]","Why do you (want to) use Zero Install? [Distributions publish old versions of my software]","Why do you (want to) use Zero Install? [Distributions won't include my software]","Why do you (want to) use Zero Install? [Distributions introduce bugs when packaging my programs]","Why do you (want to) use Zero Install? [I need quick feedback on new releases]","Why do you (want to) use Zero Install? [Distributions have incompatible library versions]","Why do you (want to) use Zero Install? [My users don't have root access]","Why do you (want to) use Zero Install? [My users don't trust me with root on their machines]","Why do you (want to) use Zero Install? [Other]","How do you find the developer documentation?","What did you find most difficult about providing software using Zero Install?","Which tools do you use to make packages? [0publish (console)]","Which tools do you use to make packages? [0publish-gui (GTK)]","Which tools do you use to make packages? [0compile]","Which tools do you use to make packages? [FeedLint]","Which tools do you use to make packages? [Other]","What improvements would you like to see in the future? [Optional dependencies]","What improvements would you like to see in the future? [Support for plug-ins (dynamic dependencies)]","What improvements would you like to see in the future? [Integration of bug reporting with your systems]","What improvements would you like to see in the future? [Integration with version control systems (easier to make new releases)]","What improvements would you like to see in the future? [Other]","Would you be interested in commercial support?","Any other comments?","Time Submitted"
"en","27","Yes","Yes","No","No","No","No","Yes","No","Yes","Yes","No","No","","OSNews","No","No","No","No","No","No","Yes","No","","Yes","No","No","Contributed Patches","None so far, just testing and development","Very important","Important","Very important","Important","Very important","No","No","No","Yes","No","","","Yes","No","No","No","No","","The "unreliable hints database" is good enough for me.","No","No","No","No","Yes","","Don't need this","I use this","I use this","I use this","I use this","I didn't know about this","No","No","Yes","Yes","No","","It's just misunderstood; more advocacy!","I think the documentation is great.","Creating zero install packages that can share libraries.","","Yes","Yes","No","No","No","Yes","No","No","No","No","","No","No","No","No","No","No","Yes","Yes","","Good.","Building packages that use shared libraries.","Yes","Yes","Yes","No","","Yes","No","No","No","","No","",
"fr","26","No","No","No","No","No","Yes","No","No","Yes","No","No","No","","Other","No","No","No","No","No","No","No","No","","No","No","No","","","Don't care","Very important","Don't care","Nice to have","Very important","No","No","No","No","No","","","No","No","No","No","No","","","No","No","No","No","No","","I didn't know about this","I didn't know about this","I didn't know about this","I didn't know about this","I didn't know about this","I didn't know about this","No","No","No","No","No","","","","","","Yes","Yes","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","",
"french","","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","No","","Other","No","No","No","No","No","No","No","No","","No","No","No","","","Important","Nice to have","Very important","Nice to have","Very important","No","No","No","No","No","","","No","No","No","No","No","","","No","No","No","No","No","","","","","","","","No","No","No","Yes","No","","","","","","Yes","Yes","No","No","No","No","No","No","No","No","","No","No","No","No","No","No","Yes","No","","","","No","No","No","No","","No","No","No","No","","Yes","",
"fr","21","No","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","","Other","No","No","No","No","No","No","No","No","","No","No","No","","","Don't care","Don't care","Don't care","Nice to have","Don't care","No","No","No","No","No","","Integration with PackageKit ?","No","No","No","No","No","None !","The GPG fingerprint is enough. I'll check it myself.","No","No","No","No","No","","","","","","","","No","No","No","No","No","Integration with PackageKit","It's just misunderstood; more advocacy!","","","","Yes","Yes","No","No","No","Yes","No","No","Yes","No","","No","No","No","No","Yes","No","No","No","provide user an easy way to install fresh release without waiting for distribution packages.","","","No","No","No","No","","No","No","No","No","","No","",
"fr","22","No","Yes","No","No","No","Yes","No","No","Yes","No","No","Yes","","Other","No","No","No","No","No","No","No","No","","No","No","No","","","Important","Nice to have","Important","Nice to have","Very important","No","No","No","No","No","","","Yes","No","No","No","No","","I want to pay someone (e.g. my distribution) to decide for me.","No","No","No","No","No","","","","","","","","Yes","No","Yes","Yes","No","","Distributions need to have it installed by default.","","","I don\'t use Zero Install yet.","Yes","Yes","No","No","No","Yes","No","No","No","No","darcs repository","Yes","No","Yes","No","No","No","No","No","","","","No","No","No","No","","No","No","Yes","Yes","","No","",
"fr","21","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","No","","Other","No","No","No","No","No","No","No","No","","No","No","No","","","Unwanted","Very important","Important","Important","Very important","No","No","No","No","No","","","No","No","No","No","No","","","No","No","No","No","No","","","","","","","","Yes","Yes","Yes","No","No","","Distributions need to have it installed by default.","","","","Yes","Yes","No","No","No","No","No","No","No","No","","Yes","Yes","No","No","No","Yes","No","No","","","","No","No","No","No","","Yes","No","Yes","Yes","","N/A","",
"french","28","No","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No","","Other","Yes","Yes","No","No","Yes","No","No","No","","No","No","No","","","Don't care","Important","Don't care","Very important","Very important","Yes","No","No","No","No","","","No","No","No","No","No","","The GPG fingerprint is enough. I'll check it myself.","No","No","No","No","Yes","","I use this","I use this","I use this","","","","Yes","No","Yes","No","No","","","","","","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","","Yes","No","No","No","No","No","No","No","","","","Yes","Yes","No","No","","No","No","No","No","","N/A","",
"fi, ru","24","No","Yes","No","No","No","Yes","No","No","Yes","Yes","No","No","","Slashdot","No","No","No","No","No","Yes","No","No","(B)LFS","Yes","Yes","No","","","Important","Important","Very important","Important","Nice to have","No","No","No","Yes","No","","","Yes","No","No","No","No","UML","The GPG fingerprint is enough. I'll check it myself.","Yes","No","No","No","No","","Don't need this","I use this","Don't need this","Don't need this","Don't need this","I didn't know about this","Yes","Yes","Yes","Yes","No","shared cache","Distributions need to have it installed by default.","k","finding public keys used for packages","","Yes","No","Yes","No","No","Yes","No","No","No","No","","Yes","No","No","No","No","No","No","No","","from homepage","creating a package","No","No","No","No","manually, no other option at the time","Yes","No","No","No","","No","",
"en","68","No","Yes","No","No","No","Yes","No","No","Yes","Yes","No","No","","Slashdot","No","No","No","No","No","No","No","No","","No","No","No","","","Important","Don't care","Nice to have","Nice to have","Very important","No","No","No","No","No","","","Yes","No","No","No","No","","","No","No","No","No","No","","","","","","","","Yes","Yes","No","Yes","No","","","","","","Yes","Yes","No","No","No","Yes","No","No","No","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","pacman on Arch","No","Yes","No","No","","No","",
"deutsch","38","No","Yes","No","No","No","No","No","No","Yes","No","No","No","","","No","Yes","No","No","No","No","No","No","","No","No","No","","","","","","","","Yes","No","No","No","No","","","No","No","No","No","No","","","No","No","No","No","No","","","","","","","","No","No","No","No","No","","","","","","Yes","No","No","No","No","No","No","No","Yes","No","","No","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","N/A","",
"no","20","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","","Other","No","No","No","No","No","No","No","No","","No","No","No","","","Don't care","Nice to have","Important","Important","Nice to have","No","No","No","No","No","","","Yes","No","Yes","No","No","","I want some kind of peer-to-peer recommendation service.","No","No","No","No","No","","","","","","","","No","Yes","No","No","No","","","","","","Yes","Yes","No","No","No","Yes","No","No","Yes","No","","Yes","No","Yes","No","No","No","No","No","","","","No","No","No","No","","Yes","No","No","No","","No","",
"german","62","No","Yes","No","Yes","No","Yes","No","No","Yes","No","No","No","","Other","No","No","No","Yes","No","Yes","No","No","","No","No","No","","","Nice to have","Very important","Nice to have","Very important","Very important","Yes","No","No","No","No","","","Yes","No","No","No","No","","","No","No","No","No","No","","Don't need this","I use this","I use this","I use this","I use this","I use this","Yes","No","Yes","No","Yes","","Distributions need to have it installed by default.","","","","Yes","Yes","No","No","No","Yes","No","Yes","No","No","","Yes","No","No","No","No","No","No","No","","","","No","No","No","No","","No","No","No","No","","Yes","",
"en","22","No","Yes","No","No","No","Yes","No","No","Yes","Yes","Yes","No","","Other","No","Yes","No","No","No","Yes","No","No","","Yes","Yes","No","","saxm2s","Important","Important","Nice to have","Nice to have","Important","No","No","No","Yes","No","","I was unaware of Zero2Desktop; I will have to check that out","Yes","No","No","No","No","","I want some kind of peer-to-peer recommendation service.","No","No","No","No","No","","","I use this","I didn't know about this","I use this","","I didn't know about this","Yes","No","No","Yes","No","integration with portage","Distributions need to have it installed by default.","The website documentation is great. The step by step procedures for both using feeds and making your own were well described and straight forward to follow.","while it is not particularly difficult to do the initial install the launcher, it is quite annoying to have to do it on every machine on which I use it. It would be helpful if distributions started shipping with it and made it part of the base install for at least desktop systems.","Keep up the great work! This is an excellent project.","Yes","No","Yes","No","No","No","No","No","No","Yes","","Yes","No","Yes","No","No","No","Yes","No","","It was a link on the front page of the website. Well written, easy to follow","remembering to update the feed with the latest version, and making sure that my signing key is available on whatever dev machine I am using for the release at the time.","No","Yes","No","No","","Yes","Yes","No","No","","N/A","The real reasons I like to distribute software through zeroinstall:
* my user\'s shouldn\'t need root access or much experience with installing software from source
* zeroinstall checks for updates every so often for them, so I know that it is unlikely that many people will be using very out-of-date versions of my projects.

Again, keep up the excellent work!",
